,product,Name,Stars,Title,Date,Verification,Description
643,tinyCam PRO - Swiss knife to monitor IP cam,Kumar saurav raj,5.0,Comfy with quality,30 March 2024,Verified Purchase,"Color is very good jet black, material is very comfy and looks durable Didn't fade in few washes I did till now which is a great thing. Also pricing is budget friendly. Overall a nice apparel to have"
644,tinyCam PRO - Swiss knife to monitor IP cam,Abhishek Yadav,4.0,Size,4 April 2024,Verified Purchase,Good shape of cargo. It is same as shows in photo. Quality is also good.
645,tinyCam PRO - Swiss knife to monitor IP cam,Amey Kulkarni,4.0,Comfortable and Casual,20 March 2024,Verified Purchase,"these pants seem like a good option for everyday wear or outdoor activities. They're comfortable, affordable, and get the job done.  However, if you're looking for a specific style or brand name recognition, you might want to keep searching"
646,Darkroom Formulas,Jignesh Pandya,5.0,Title: Elegant Floral Printed Kurta,30 January 2024,Verified Purchase,"I recently purchased the Rytras Women's Floral Printed Kurta, and I'm delighted with my purchase! The intricate floral design adds a touch of elegance, making it a perfect choice for various occasions.The fabric is comfortable and feels soft against the skin. The fit is flattering, providing a stylish silhouette without compromising on comfort. The attention to detail in the print is impressive, showcasing the craftsmanship of the garment.I appreciate the versatility of this kurta – it can be dressed up for a formal event or paired with leggings for a more casual look. The color hasn't faded after a few washes, which speaks to the quality of the material.Overall, I highly recommend the Rytras Women's Floral Printed Kurta for those who appreciate a blend of style and comfort. It's a wardrobe staple that effortlessly combines traditional aesthetics with modern appeal."
647,Darkroom Formulas,Shashi Ranjan,4.0,Pretty,2 April 2024,Verified Purchase,"I Love the colour n it compliments my complexion.Received compliment for it.Bit loose around waist, light material, good for summer."
648,Darkroom Formulas,Ragini,5.0,Very good product,2 April 2024,Verified Purchase,"Beautiful top , pure cotton, soothing colours and print , perfect for summer, good fit (xL)"
649,Darkroom Formulas,Ashwini Chatuphale,4.0,Good Product. Worth it.,8 February 2024,Verified Purchase,Good materialTrue to sizeTrue to colourComfortable fabric
650,Darkroom Formulas,Singh,5.0,Beautiful and comfortable,27 March 2024,Verified Purchase,"It's a beautiful top, value for money. Summer friendly thin cotton fabric."
651,Darkroom Formulas,Krishna Boda,5.0,Quality,11 March 2024,Verified Purchase,"Fabric is little thin, but color and finishing is awesome."
652,Darkroom Formulas,mehrin,3.0,Has silver threads,26 January 2024,Verified Purchase,Kurti is comfy and stylish but has silver threads woven in fabric which sort of spoils the overall look
653,Darkroom Formulas,Placeholder,4.0,Beautiful product,1 March 2024,Verified Purchase,"Color , fitting  , fabric, grace,  all of it is good , even after washing all is good 👍"
654,Darkroom Formulas,Thahira,4.0,Fine,1 April 2024,Verified Purchase,"The color is the same as the picture. But the material had bobbling after the first wash. But still, I am comfortably using as my daily wear. Can buy product. Not a waste of money."
655,Darkroom Formulas,Vanitha.,4.0,Ok,24 March 2024,Verified Purchase,Nice.good product. But cost is high.
656,Virtual Fireplace,Shubham kaushik,5.0,"""Style and Comfort Combined""",19 February 2024,Verified Purchase,"""Style and Comfort Combined: Lymio Men's T-Shirt is a wardrobe essential that exceeds expectations. Crafted with premium quality fabric, it offers unparalleled comfort throughout the day. The sleek design effortlessly blends versatility with modern aesthetics, making it suitable for various occasions. Whether it's a casual outing or a relaxed day at home, this shirt delivers in both style and functionality. The perfect fit ensures confidence with every wear, while the durability guarantees long-lasting satisfaction. Elevate your wardrobe with Lymio and experience the epitome of comfort and style in one impeccably crafted garment."""
657,Virtual Fireplace,Swadhin keshari,5.0,Best quality,20 February 2024,Verified Purchase,"Its a good product with a good and budget price. The tshirt is really comfy and a good quality product. Also its very stretachable, The T-shirt is really good in terms of comfort the fit it offers. ))Material is also of very good quality and not like all those cheap alternatives in this price. Really a value for money product in this price with such high quality material"
658,Virtual Fireplace,BVNG K.,3.0,Size issue,2 April 2024,Verified Purchase,I bought 2 pieces - L size. One was fitting fine but the 2nd one is tight. Sizes don't seem to be standardized. Will be happy if it is exchanged for a bigger size. Thanks
659,Virtual Fireplace,Kiran Joshi,5.0,Good colour and fitted to size,22 February 2024,Verified Purchase,The t shirt  fabric quality is good  and fitted to size. Design also good. Cheap price good product also good for gifting some one
660,Virtual Fireplace,Vivek bhardwaj,1.0,Don't buy this t-shirt,21 March 2024,Verified Purchase,Cloth quality was not good. Wastage of money.
661,Virtual Fireplace,Ahamed Musthafa,4.0,Product is nice but packaging is not good this time,29 March 2024,Verified Purchase,Product comfortable and nice
662,Virtual Fireplace,Smair,5.0,Amazing quality and fitting,20 March 2024,Verified Purchase,The product is of amazing quality and fits perfectly and is super comfortable to wear
663,Virtual Fireplace,Arya R,5.0,Good Quality at Reasonable Price,15 February 2024,Verified Purchase,Good Quality ✅Comfortable and breathable material ✅Easy to wash✅Value for money✅I recommend to everyone these qualities you will get at very reasonable rate. 😍😍 Go for it👌👍👍
664,Virtual Fireplace,Ajay Kumar Pal,4.0,Quality was good.,28 March 2024,Verified Purchase,Good quality material with in budget.
665,Virtual Fireplace,ismail kottadan,4.0,Ok,19 March 2024,Verified Purchase,Average quality
666,Smarters IP TV Player Pro,Manish D.,5.0,Upgrade Your Style with Lymio's Stylish Rib-Shirt for Men,18 March 2024,Verified Purchase,"Lymio's Casual Shirt for Men is a stylish and comfortable addition to any wardrobe. The ribbed design adds a touch of sophistication, making it suitable for both casual outings and semi-formal occasions. The shirt is well-made, with high-quality fabric that feels soft against the skin. The fit is true to size, providing a flattering silhouette without being too tight. Overall, this shirt is a great choice for men looking for a versatile and fashionable addition to their wardrobe."
667,Smarters IP TV Player Pro,Sachin,5.0,Love it,30 March 2024,Verified Purchase,It's a beautiful product and fits very well.. The material quality is very good and so is the shades and colour..Overall Value for money great product
668,Smarters IP TV Player Pro,Ranjan Kumar,4.0,Fabric is quite good.,12 March 2024,Verified Purchase,I found the shirt light and ready to go product .Very comfortable and light material ideal to wear in hot summer's sun .Dries easily and leave no smell after . Definitely go for it at such affordable price .
669,Smarters IP TV Player Pro,Sonali,5.0,Amazing Quality,1 April 2024,Verified Purchase,Bought this shirt recently and I must say that the product quality is just awesome. It is so trendy and the colour is just so beautiful. Pair it with a cargo and you are just good to go . Happy shopping!
670,Smarters IP TV Player Pro,Abhishek sharma,5.0,Premium designed,25 March 2024,Verified Purchase,This shirt designs looks like premium shirt and fabric quality is also up to markAnd product price is also cheapest as compared to other but main things about its classy look
671,Smarters IP TV Player Pro,jaadu,5.0,Quality Satisfaction,29 March 2024,Verified Purchase,I loved the quality of this shirt. This is premium shirt coming in budget price. Really satisfied with the fabric  and design.
672,Smarters IP TV Player Pro,Chirag Meena,3.0,Quality is good but different product,23 March 2024,Verified Purchase,Like this product…
673,Smarters IP TV Player Pro,Pushpendra Patel,4.0,Comfort shirt,19 March 2024,Verified Purchase,"The media could not be loaded.
                



Good soft , stretch fabric, light weight. Good for Summer I bought two one size L for oversize kind of fit and one for casual fit size M ,, colour combination are great, satisfied 👌"
674,Smarters IP TV Player Pro,"The quality is really good, especially made for summers! It's soft and smooth!",4.0,The fabric is soft and smooth,2 April 2024,Verified Purchase,"The size was bit bigger,tho the quality is nice,i can wear it any day on summers."
675,Smarters IP TV Player Pro,Muhammed Shafi,4.0,"Good quality, correct size",26 March 2024,Verified Purchase,Exactly the same colour
676,Old Movies - Hollywood classic movies,Melody&Rhythm,5.0,Don't look at cheaters in the reviews,28 March 2024,Verified Purchase,"People who are reading this comment, don't believe the cheaters here in the review section, they are trying to steal from one plus. This product is marvelous and works fantastic. I'm using it for one month straight and it works like magic. It's switch pairing with two devices are amazing and also the ANC works like charm. You can literally travel in public vehicle and no background sound will be heard on the other end of the call. Bass is good and vocals are amazing too. Just buy it man.!!!!"
677,Old Movies - Hollywood classic movies,Ashish Shende,4.0,ANC not applicable for IPhones,22 February 2024,Verified Purchase,"I bought these headphones for Rs.1999 and I have been using them for about 2 weeks now. I’m impressed with sound quality, battery life and ease of use of the wireless bands. They are perfect for listening to music, podcast and calls on the go.The sound quality of these earphones is very good, especially for the price. The earphones can handle a variety of genres, from rock to pop to classical. They also have a customizable bass feature with the earphones app, which lets you adjust the bass level to your preference.The comfort of these earphones is also very good. They are lightweight, and the ear pads are soft and cushiony. They fit snugly on my ears, but cause discomfort after long sessions. They also have a speed charge feature, which gives you good playtime with just 10 minutes of charging. The battery life is amazing, as they can last up to 28 hours on a single charge. The headphones also have a built-in microphone, which works well for calls and voice commands. The buttons are easy to access and control the volume, playback, and calls.The only drawbacks of these earphones are that they don’t have active noise cancellation applicable on iPhone. However, these are minor issues, and they don’t affect the overall performance and value of these earphones. They are still very good at blocking out most of the ambient noise.I would highly recommend these headphones to anyone who is looking for a pair of wireless earphones that offer great sound quality, comfort, battery life, and features for a reasonable price. They are suitable for casual and everyday use, and they can handle any kind of music or content. They are one of the best earphones I have ever owned, and I give them a 4.0-star rating out of 5."
